Match ID,Player,#,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Cha,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
1,Klauss,9,br BRA,FW,25-361,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,Joshua Yaro,15,gh GHA,FW,28-099,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Jared Stroud,8,us USA,LW,26-230,80,4,2,4,0,0,4,10,40,6,1,0,1,2,6,1,0
1,Celio Pompeu,12,br BRA,LW,23-077,10,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1,Rasmus Alm,21,se SWE,RW,27-192,58,1,1,0,1,0,1,2,50,1,1,0,1,0,1,1,0
1,Nicholas Gioacchini,11,us USA,RW,22-215,32,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1,Tomas Ostrak,7,cz CZE,AM,23-020,59,1,1,0,1,0,0,2,0,2,0,0,0,0,1,0,0
1,Miguel Perez,28,us USA,AM,17-303,31,3,2,2,1,0,2,3,66.7,1,1,1,0,0,3,0,0
1,Eduard Lowen,10,de GER,DM,26-028,90,3,3,0,3,0,1,4,25,3,1,0,1,1,4,1,0
1,Indiana Vassilev,19,us USA,DM,22-009,16,1,1,0,1,0,1,1,100,0,0,0,0,0,1,0,0
1,Njabulo Blom,6,za RSA,DM,23-076,74,1,1,0,1,0,0,0,0,0,2,1,1,4,5,1,0
1,John Nelson,14,us USA,LB,24-229,90,7,4,5,1,1,6,9,66.7,3,0,0,0,1,8,5,0
1,Kyle Hiebert,22,ca CAN,CB,25-210,90,2,1,2,0,0,2,2,100,0,2,1,1,0,2,3,0
1,Tim Parker,26,us USA,CB,30-002,90,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,0
1,Jake Nerwinski,2,us USA,RB,28-131,90,3,1,2,1,0,2,6,33.3,4,0,0,0,1,4,2,0
1,Roman Burki,1,ch SUI,GK,32-103,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
