Match ID,Player,#,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
26,Samuel Adeniran,16,us USA,FW,24-334,45,14,0,0,4,11,3,14,0,0,0,0,0,8,94,71,2,1,2,1,0,11,4
26,Nokkvi Thorisson,29,is ISL,FW,24-017,45,18,0,1,5,12,2,18,1,1,100,0,0,11,81,36,0,0,0,4,0,14,5
26,Jared Stroud,8,us USA,LW,27-051,45,24,1,1,12,11,1,24,0,0,0,0,0,12,82,19,1,0,0,2,0,13,6
26,Indiana Vassilev,19,us USA,"LM,CM",22-195,45,31,0,1,11,19,0,31,1,1,100,0,0,19,91,50,1,2,0,2,1,24,2
26,Rasmus Alm,21,se SWE,"RW,FW,RM",28-013,90,33,0,5,10,20,3,33,0,0,0,0,0,21,145,81,2,1,1,1,0,22,12
26,Aziel Jackson,25,fr FRA,"AM,CM",21-310,79,47,0,0,13,34,4,47,3,1,33.3,2,66.7,31,163,70,0,0,0,6,1,40,5
26,Tomas Ostrak,7,cz CZE,LM,23-206,11,8,0,0,3,5,0,8,1,1,100,0,0,6,40,12,0,1,1,1,1,6,1
26,Eduard Lowen,10,de GER,"DM,RM,AM",26-214,90,102,1,7,40,55,7,102,7,5,71.4,1,14.3,64,305,153,3,4,2,3,4,70,14
26,Njabulo Blom,6,za RSA,"DM,CM,RB",23-262,90,65,0,10,34,22,0,65,1,1,100,0,0,42,202,62,0,3,0,4,0,46,0
26,Kyle Hiebert,22,ca CAN,LB,26-031,45,33,0,7,15,11,1,33,0,0,0,0,0,22,122,86,1,1,0,0,0,26,2
26,Anthony Markanich,13,us USA,LB,23-247,45,34,0,1,15,19,2,34,0,0,0,0,0,23,153,120,5,2,0,1,0,24,4
26,Tim Parker,26,us USA,CB,30-188,90,68,3,31,35,2,0,68,0,0,0,0,0,45,242,127,1,1,0,0,1,44,0
26,Joshua Yaro,15,gh GHA,CB,28-285,90,82,1,19,51,13,0,82,0,0,0,0,0,50,315,167,2,2,0,0,0,50,0
26,Akil Watts,20,us USA,RB,23-207,70,49,0,3,20,28,1,49,1,0,0,1,100,28,102,25,1,3,0,1,1,30,6
26,Klauss,9,br BRA,FW,26-182,20,10,0,0,5,5,1,10,1,1,100,0,0,6,21,5,0,0,0,1,1,7,1
26,Roman Burki,1,ch SUI,GK,32-289,90,28,17,24,4,0,0,28,0,0,0,0,0,17,116,91,0,0,0,1,0,15,0
