Match ID,Player,#,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
34,Nicholas Gioacchini,11,us USA,FW,23-088,76,19,18,1,0,0,0,0,1,0,0,0,0,13,0,0
34,Samuel Adeniran,16,us USA,FW,25-021,14,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0
34,Klauss,9,br BRA,FW,26-234,90,25,21,4,0,0,0,0,1,0,0,0,0,17,0,1
34,Eduard Lowen,10,de GER,AM,26-266,90,50,39,11,4,0,0,12,0,7,0,6,0,33,0,2
34,Aziel Jackson,25,fr FRA,AM,21-362,87,22,22,0,0,0,0,0,0,0,0,0,0,18,0,0
34,Celio Pompeu,12,br BRA,AM,23-315,3,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
34,Njabulo Blom,6,za RSA,DM,23-314,45,18,16,2,2,0,0,0,0,0,0,0,0,15,0,0
34,Indiana Vassilev,19,us USA,DM,22-247,45,24,20,3,3,0,0,1,0,0,0,0,0,21,1,0
34,Akil Watts,20,us USA,DM,23-259,45,8,8,0,0,0,0,0,0,0,0,0,0,6,0,0
34,Jared Stroud,8,us USA,DM,27-103,45,25,24,1,0,0,0,3,1,0,0,0,0,16,0,3
34,Anthony Markanich,13,us USA,LB,23-299,76,45,33,11,0,0,0,4,11,0,0,0,0,31,1,1
34,Tomas Ostrak,7,cz CZE,LB,23-258,14,8,8,0,0,0,1,0,0,0,0,0,0,6,0,1
34,Joakim Nilsson,4,se SWE,CB,29-257,90,50,46,4,1,0,0,0,3,0,0,0,0,38,0,0
34,Tim Parker,26,us USA,CB,30-240,90,47,46,1,1,0,0,0,0,0,0,0,0,40,0,0
34,Jake Nerwinski,2,us USA,RB,29-004,90,39,31,8,0,0,0,4,8,0,0,0,0,29,0,1
34,Roman Burki,1,ch SUI,GK,32-341,90,32,22,10,5,0,0,0,0,0,0,0,0,14,0,0
